friendly,study_1,68,2592,experiment,testing friendliness at different schools,"suppose a child encounters a problem, and observe the reactions of others.",0.831990907018228,0.513166335805986,2,1.93333333333333,68-study_1-2592,cut
friendly,study_1,52,1956,experiment,testing friendliness at different schools,i could test students at my school by being rude to them and seeing how they respond to it,1.27663586133402,0.579489358201391,2,2.26666666666667,52-study_1-1956,cut
friendly,study_1,44,1662,experiment,testing friendliness at different schools,ask other teachers who have worked at other schools if they think the students they teach are friendly,0.831990907018228,0.513166335805986,2,1.93333333333333,44-study_1-1662,cut
friendly,study_1,53,1996,experiment,testing friendliness at different schools,"conduct an observational study of your school and 4 other schools where you observe friendly behaviors like making small talk, sitting with people who are alone, giving out their number, helping with homework, and giving directions and see which school exhibits the most friendly behavior.",-0.495059227377244,0.661325015429883,2,1.2,53-study_1-1996,cut
friendly,study_1,141,5459,experiment,testing friendliness at different schools,if other people that is not your friends think the same of you then they are friendlier,-0.0410271948161785,0.555282011117618,2,1.4,141-study_1-5459,cut
friendly,study_1,52,1954,experiment,testing friendliness at different schools,ask students at your school and other schools for help with a task,0.411487721733174,0.509228903223588,2,1.6,52-study_1-1954,cut
friendly,study_1,65,2473,experiment,testing friendliness at different schools,naturally observe students from these schools and collect data about positive and negative interactions,-1.18206875196488,0.591561058580029,2,0.866666666666667,65-study_1-2473,keep
friendly,study_1,96,3599,experiment,testing friendliness at different schools,count the smiles you see everyday and compare the two schools,0.411487721733174,0.509228903223588,2,1.6,96-study_1-3599,cut
friendly,study_1,46,1741,experiment,testing friendliness at different schools,different schools,-1.86701605999607,0.616260121355475,2,0.533333333333333,46-study_1-1741,keep
friendly,study_1,123,4731,experiment,testing friendliness at different schools,i would do a field trip to another school and see if they people are nice,-1.18206875196488,0.591561058580029,2,0.866666666666667,123-study_1-4731,keep
friendly,study_1,27,981,experiment,testing friendliness at different schools,recording unobserved how kids at other schools act towards each other,-1.18206875196488,0.591561058580029,2,0.866666666666667,27-study_1-981,keep
friendly,study_1,122,4689,experiment,testing friendliness at different schools,reach out to friends or family at other schools and compare your experiences,-0.0930529724542082,0.52334137639875,2,1.4,122-study_1-4689,cut
friendly,study_1,27,980,experiment,testing friendliness at different schools,going to different schools and testing how they react to me,-0.600926277347361,0.534704697189034,2,1.06666666666667,27-study_1-980,cut
friendly,study_1,142,5500,experiment,testing friendliness at different schools,"i could test this hypothesis by creating an experiment that uses a test subject, such as a student alone at a table and see who sits with or joins the student. this could b performed at multiple schools, with multiple trials.",0.831990907018228,0.513166335805986,2,1.93333333333333,142-study_1-5500,cut
friendly,study_1,6,172,experiment,testing friendliness at different schools,simulation to see how they respond to certain situations,0.411487721733174,0.509228903223588,2,1.6,6-study_1-172,cut
friendly,study_1,27,982,experiment,testing friendliness at different schools,seeing how my students and students from other schools react with each other,-0.600926277347361,0.534704697189034,2,1.06666666666667,27-study_1-982,cut
friendly,study_1,66,2518,experiment,testing friendliness at different schools,you could ask students at the different schools for help with something and record how many of each group agreed to help you.,0.411487721733174,0.509228903223588,2,1.6,66-study_1-2518,cut
friendly,study_1,46,1742,experiment,testing friendliness at different schools,give survey,-0.600926277347361,0.534704697189034,2,1.06666666666667,46-study_1-1742,cut
