lake,study_1,67,2569,hypothesis,why water is warmer in one lake than another,the lake that is colder is larger and deeper.,0.106951267601788,0.465464803587878,2,1.4,67-study_1-2569,cut
lake,study_1,127,4876,hypothesis,why water is warmer in one lake than another,the things living in the water provide a water temperature,-0.333152316827215,0.464735587328295,2,1.06666666666667,127-study_1-4876,cut
lake,study_1,43,1632,hypothesis,why water is warmer in one lake than another,animals urinate in one lake more than the other,-0.353348495430532,0.587106955378212,2,1.2,43-study_1-1632,cut
lake,study_1,100,3782,hypothesis,why water is warmer in one lake than another,the chemicals differ,0.849414871040119,0.455633155605127,2,1.93333333333333,100-study_1-3782,cut
lake,study_1,69,2646,hypothesis,why water is warmer in one lake than another,turns out the clouds generate heat and the one lake draws from the clouds all day making it more warm.,1.5976751283997,0.493259586979237,2,2.46666666666667,69-study_1-2646,cut
lake,study_1,91,3450,hypothesis,why water is warmer in one lake than another,scientifically,-1.50155871408423,0.596460668004279,2,0.533333333333333,91-study_1-3450,keep
lake,study_1,79,3009,hypothesis,why water is warmer in one lake than another,the warmer lake is in an area closer to the equator,0.849414871040119,0.455633155605127,2,1.93333333333333,79-study_1-3009,cut
lake,study_1,79,3007,hypothesis,why water is warmer in one lake than another,the colder lake is deeper,0.106951267601788,0.465464803587878,2,1.4,79-study_1-3007,cut
lake,study_1,42,1591,hypothesis,why water is warmer in one lake than another,maybe it got more sunlight before you were there,-1.50155871408423,0.596460668004279,2,0.533333333333333,42-study_1-1591,keep
lake,study_1,110,4182,hypothesis,why water is warmer in one lake than another,"the geographic location might cause the temperature difference. for instance, one lake is in the plain, the other one is located in plateau.",0.0833865249679571,0.481051425207725,2,1.4,110-study_1-4182,cut
lake,study_1,91,3451,hypothesis,why water is warmer in one lake than another,the stream or the lights of the streams,0.489238204026871,0.43917886655258,2,1.6,91-study_1-3451,cut
lake,study_1,100,3781,hypothesis,why water is warmer in one lake than another,more human interaction in one of the lakes,-0.333152316827215,0.464735587328295,2,1.06666666666667,100-study_1-3781,cut
lake,study_1,125,4826,hypothesis,why water is warmer in one lake than another,the natural light is coming from an angle that makes one warmer,0.849414871040119,0.455633155605127,2,1.93333333333333,125-study_1-4826,cut
lake,study_1,124,4782,hypothesis,why water is warmer in one lake than another,one lake might be larger than the other.,-0.333152316827215,0.464735587328295,2,1.06666666666667,124-study_1-4782,cut
lake,study_1,98,3695,hypothesis,why water is warmer in one lake than another,the lakes are at different altitudes,1.19578569020352,0.451308641188791,2,2.13333333333333,98-study_1-3695,cut
lake,study_1,141,5474,hypothesis,why water is warmer in one lake than another,if one lake is bigger than the other then it will be warmer,-0.805365565955861,0.503190368320739,2,0.866666666666667,141-study_1-5474,keep
lake,study_1,69,2644,hypothesis,why water is warmer in one lake than another,one of the lakes is being fed by a larger body of water which replenishes its water every few hours so the water is cooler than the other lake that doesn't have a stronger source and is being fed by nothing.,1.5150456128068,0.499912044504184,2,2.46666666666667,69-study_1-2644,cut
lake,study_1,99,3737,hypothesis,why water is warmer in one lake than another,the environment around the lakes,-0.333152316827215,0.464735587328295,2,1.06666666666667,99-study_1-3737,cut
lake,study_1,100,3780,hypothesis,why water is warmer in one lake than another,better nutrients is received throughout the day,1.19578569020352,0.451308641188791,2,2.13333333333333,100-study_1-3780,cut
lake,study_1,109,4139,hypothesis,why water is warmer in one lake than another,is one lake tampered with?,-1.09175611568456,0.719286198271853,1,0.333333333333333,109-study_1-4139,keep
lake,study_1,79,3008,hypothesis,why water is warmer in one lake than another,the colder lake is more spring fed,1.19578569020352,0.451308641188791,2,2.13333333333333,79-study_1-3008,cut
lake,study_1,80,3049,hypothesis,why water is warmer in one lake than another,one lake is more in the sun,-1.50155871408423,0.596460668004279,2,0.533333333333333,80-study_1-3049,keep
lake,study_1,99,3735,hypothesis,why water is warmer in one lake than another,the amount of people getting in the water,-0.333152316827215,0.464735587328295,2,1.06666666666667,99-study_1-3735,cut
lake,study_1,99,3736,hypothesis,why water is warmer in one lake than another,the depth of the lakes,0.106951267601788,0.465464803587878,2,1.4,99-study_1-3736,cut
lake,study_1,77,2962,hypothesis,why water is warmer in one lake than another,are there different species living in each lake,0.106951267601788,0.465464803587878,2,1.4,77-study_1-2962,cut
lake,study_1,145,5633,hypothesis,why water is warmer in one lake than another,the amount of shade surrounding the lake,0.0318030222839276,0.646569330768091,2,1.53333333333333,145-study_1-5633,cut
lake,study_1,145,5634,hypothesis,why water is warmer in one lake than another,the different animals living in the lake,0.106951267601788,0.465464803587878,2,1.4,145-study_1-5634,cut
lake,study_1,41,1547,hypothesis,why water is warmer in one lake than another,different species may be living in the lakes and consuming the sunlight differently,0.489238204026871,0.43917886655258,2,1.6,41-study_1-1547,cut
lake,study_1,145,5635,hypothesis,why water is warmer in one lake than another,the environmental factors surrounding the two lakes,0.0833865249679571,0.481051425207725,2,1.4,145-study_1-5635,cut
lake,study_1,40,1504,hypothesis,why water is warmer in one lake than another,the water in one lake is saltier,0.849414871040119,0.455633155605127,2,1.93333333333333,40-study_1-1504,cut
lake,study_1,110,4181,hypothesis,why water is warmer in one lake than another,certain chemical elements inside the two lakes might cause the difference of temperature.,0.455983215093508,0.520301491311427,2,1.73333333333333,110-study_1-4181,cut
lake,study_1,88,3330,hypothesis,why water is warmer in one lake than another,"one lake is smaller than the other, thus it takes less time to heat up",-0.333152316827215,0.464735587328295,2,1.06666666666667,88-study_1-3330,cut
lake,study_1,124,4783,hypothesis,why water is warmer in one lake than another,one might get more shade than the other.,0.0318030222839276,0.646569330768091,2,1.53333333333333,124-study_1-4783,cut
lake,study_1,109,4138,hypothesis,why water is warmer in one lake than another,are there certain gases in the warmer lake?,0.46067565041971,0.59943079369411,1,1,109-study_1-4138,cut
lake,study_1,70,2676,hypothesis,why water is warmer in one lake than another,the fish in one pond have a higher breathing rate than the other,1.17395403040188,0.527118038460343,2,2.26666666666667,70-study_1-2676,cut
lake,study_1,141,5473,hypothesis,why water is warmer in one lake than another,if one lake has more pressure than the other then it will be warmer,1.17395403040188,0.527118038460343,2,2.26666666666667,141-study_1-5473,cut
lake,study_1,40,1502,hypothesis,why water is warmer in one lake than another,one lake is filled more with garbage,0.849414871040119,0.455633155605127,2,1.93333333333333,40-study_1-1502,cut
lake,study_1,87,3287,hypothesis,why water is warmer in one lake than another,maybe one lake is deeper and cannot warm as quickly,0.106951267601788,0.465464803587878,2,1.4,87-study_1-3287,cut
lake,study_1,124,4784,hypothesis,why water is warmer in one lake than another,the lakes might have a different composition of water.,0.455983215093508,0.520301491311427,2,1.73333333333333,124-study_1-4784,cut
lake,study_1,43,1633,hypothesis,why water is warmer in one lake than another,more organisms live in one lake and create heat from their bodies that warm the lake,0.79420393745133,0.471478146453411,2,1.93333333333333,43-study_1-1633,cut
lake,study_1,88,3332,hypothesis,why water is warmer in one lake than another,they are in different parts of the world,0.0833865249679571,0.481051425207725,2,1.4,88-study_1-3332,cut
lake,study_1,41,1548,hypothesis,why water is warmer in one lake than another,one body of water might be bigger than the other,-0.333152316827215,0.464735587328295,2,1.06666666666667,41-study_1-1548,cut
lake,study_1,146,5676,hypothesis,why water is warmer in one lake than another,one lake is warmer because of the difference in color of the lake,1.19578569020352,0.451308641188791,2,2.13333333333333,146-study_1-5676,cut
lake,study_1,69,2645,hypothesis,why water is warmer in one lake than another,one of the water systems has a huge undiscovered specimen living beneath its waters that is so large that its body temperature heats up the water.,1.5976751283997,0.493259586979237,2,2.46666666666667,69-study_1-2645,cut
lake,study_1,97,3651,hypothesis,why water is warmer in one lake than another,the warmer lake is more shallow,0.106951267601788,0.465464803587878,2,1.4,97-study_1-3651,cut
lake,study_1,97,3652,hypothesis,why water is warmer in one lake than another,the warmer lake is symmetrically shaped,1.5976751283997,0.493259586979237,2,2.46666666666667,97-study_1-3652,cut
lake,study_1,89,3377,hypothesis,why water is warmer in one lake than another,there is probably a natural hot spring that feeds into the lake from below,0.849414871040119,0.455633155605127,2,1.93333333333333,89-study_1-3377,cut
lake,study_1,96,3609,hypothesis,why water is warmer in one lake than another,more fish pee in the other,-0.353348495430532,0.587106955378212,2,1.2,96-study_1-3609,cut
lake,study_1,109,4140,hypothesis,why water is warmer in one lake than another,is the warmer lake shallower?,-1.09175611568456,0.719286198271853,1,0.333333333333333,109-study_1-4140,keep
lake,study_1,142,5512,hypothesis,why water is warmer in one lake than another,possibly the water is coming from an alternate source,0.489238204026871,0.43917886655258,2,1.6,142-study_1-5512,cut
lake,study_1,15,528,hypothesis,why water is warmer in one lake than another,does the sunlight really have direct effect in determining the temperature?,-1.09175611568456,0.719286198271853,1,0.333333333333333,15-study_1-528,keep
lake,study_1,71,2717,hypothesis,why water is warmer in one lake than another,one lake might be deeper than the other,0.106951267601788,0.465464803587878,2,1.4,71-study_1-2717,cut
lake,study_1,141,5475,hypothesis,why water is warmer in one lake than another,if we increase the current of the lake then one will be warmer than the other,0.849414871040119,0.455633155605127,2,1.93333333333333,141-study_1-5475,cut
lake,study_1,88,3331,hypothesis,why water is warmer in one lake than another,the temperature outside in both locations is different,0.0833865249679571,0.481051425207725,2,1.4,88-study_1-3331,cut
